,taxID,genus,epithet,entry_UIDs,count,outgroup
857007,857007,Butyriboletus,subappendiculatus,['942710644'],1,False
748101,748101,Boletus,nobilis,['171704744'],1,False
748099,748099,Boletus,rex-veris,['171704749'],1,False
693317,693317,Serpula,tignicola,['300394283'],1,False
693316,693316,Rhizopogon,nigrescens,['300394265'],1,False
693315,693315,Pseudomerulius,curtisii,['300394253'],1,False
693305,693305,Coniophora,sp. Braz-6,['300394225'],1,False
676142,676142,Buchwaldoboletus,lignicola,['613814153'],1,False
654445,654445,Aureoboletus,longicollis,"['953834986', '613814119']",2,False
654438,654438,Austroboletus,fusisporus,['442557436'],1,False
634911,634911,Calostoma,sarasinii,['224223748'],1,False
627136,627136,Suillus,quiescens,"['1181244272', '1181244270']",2,False
610362,610362,Gyroporus,sp. AWW-2009a,['224223761'],1,False
595539,595539,Gyroporus,sp. Arora 00-429,['224223767'],1,False
555544,555544,Scleroderma,sp. AWW311,['224223803'],1,False
555543,555543,Scleroderma,sp. AWW260,['224223801'],1,False
555542,555542,Scleroderma,meridionale,['224223795'],1,False
555539,555539,Pisolithus,sp. ECV3205,['224223779'],1,False
555538,555538,Phlebopus,sp. REH8795,['224223775'],1,False
555537,555537,Phlebopus,marginatus,['224223771'],1,False
555536,555536,Gyroporus,subalbellus,['224223769'],1,False
555534,555534,Gyroporus,sp. REH8799,['224223765'],1,False
555531,555531,Gyroporus,aff. cyanescens REH8821,['224223759'],1,False
555524,555524,Calostoma,sp. HKAS38139,['224223750'],1,False
555520,555520,Calostoma,japonicum,['224223744'],1,False
555519,555519,Calostoma,fuscum,['224223742'],1,False
555518,555518,Calostoma,berkeleyi,['224223740'],1,False
554319,554319,Spongiforma,thailandica,['526840260'],1,False
554049,554049,Astraeus,asiaticus,['224223738'],1,False
537024,537024,Exsudoporus,frostii,"['312190890', '942710632', '756652044']",3,False
526941,526941,Gyroporus,purpurinus,['224223763'],1,False
519976,519976,Tylopilus,porphyrosporus,"['312190880', '1095786009', '1095786007', '300394259', '613814091']",5,False
509538,509538,Boletellus,emodensis,"['886839015', '886839003', '886839001', '886838983', '886838981', '886838979', '886838975', '886838969', '886838967', '886838963', '886838957']",11,False
509537,509537,Austroboletus,subvirens,"['745739958', '745739956', '745739946', '745739884']",4,False
509536,509536,Baorangia,pseudocalopus,['686484281'],1,False
509535,509535,Strobilomyces,verruculosus,"['1095786161', '347582236', '148726748']",3,False
495289,495289,Xanthoconium,separans,['171704745'],1,False
495285,495285,Boletus,reticuloceps,"['1095785997', '613814165', '391886170']",3,False
495284,495284,Boletus,quercophilus,"['312190878', '171704746']",2,False
495281,495281,Boletus,hiratsukae,['391886290'],1,False
459207,459207,Strobilomyces,strobilaceus,"['1095786159', '1095786157']",2,False
418298,418298,Strobilomyces,sp. HS2006m,['148726774'],1,False
418297,418297,Strobilomyces,mirandus,"['1375422443', '347582248', '148726772', '148726770']",4,False
418296,418296,Strobilomyces,sp. HS2006l,['148726768'],1,False
418295,418295,Strobilomyces,sp. HS2006k,"['148726766', '148726764']",2,False
418294,418294,Strobilomyces,sp. HS2006j,"['148726762', '148726760']",2,False
418293,418293,Strobilomyces,sp. HS2006i,['148726758'],1,False
418292,418292,Strobilomyces,sp. HS2006h,"['148726756', '148726754']",2,False
418291,418291,Strobilomyces,sp. HS2006g,['148726752'],1,False
418290,418290,Strobilomyces,sp. HS2006f,['148726750'],1,False
418288,418288,Strobilomyces,sp. HS2006d,"['148726746', '148726744', '148726742', '148726740']",4,False
418287,418287,Strobilomyces,sp. HS2006c,"['148726738', '148726736', '148726734', '148726732', '148726730']",5,False
418286,418286,Strobilomyces,sp. HS2006b,"['148726728', '148726726', '148726724']",3,False
418285,418285,Strobilomyces,sp. HS2006a,['148726722'],1,False
411561,411561,Leucogyrophana,lichenicola,['300394243'],1,False
405850,405850,Suillellus,amygdalinus,"['1095786179', '1095786165', '526840206']",3,False
394190,394190,Scleroderma,polyrhizum,['224223797'],1,False
391321,391321,Scleroderma,bermudense,['224223789'],1,False
388887,388887,Bothia,castanella,['526840250'],1,False
388871,388871,Tylopilus,rubrobrunneus,['312190932'],1,False
388870,388870,Tremellogaster,surinamensis,['224223805'],1,False
388867,388867,Pseudoboletus,parasiticus,['526840274'],1,False
388859,388859,Hydnomerulius,pinastri,['300394233'],1,False
388852,388852,Butyriboletus,regius,['942710640'],1,False
388838,388838,Austroboletus,gracilis,['526840202'],1,False
388837,388837,Aureoboletus,gentilis,['613813983'],1,False
388835,388835,Aureoboletus,auriporus,['312190922'],1,False
374766,374766,Tylopilus,plumbeoviolaceoides,['613814021'],1,False
374763,374763,Strobilomyces,seminudus,"['1095786155', '1095786153', '347582294', '347582292', '347582290', '347582288', '347582286', '347582280', '347582250', '347582234', '195182647', '195182645', '195182643', '195182640']",14,False
374762,374762,Strobilomyces,confusus,"['901708693', '901708691']",2,False
374759,374759,Neoboletus,magnificus,"['613813859', '613813857']",2,False
287845,287845,Butyriboletus,pseudoregius,"['942710636', '942710634']",2,False
285024,285024,Aureoboletus,thibetanus,"['90309085', '1095785989', '1095785987', '613814121']",4,False
283656,283656,Boletellus,shichianus,['613813993'],1,False
279508,279508,Boletus,inedulis,['526840210'],1,False
273862,273862,Leccinum,monticola,"['312190918', '613814053']",2,False
265030,265030,Gyrodontium,sacchari,['300394229'],1,False
265028,265028,Serpula,similis,['300394281'],1,False
222705,222705,Suillus,pictus,"['57792100', '118917963', '118917962', '118917961', '118917960', '118917959', '118917958', '118917957', '118917956', '118917955']",10,False
217297,217297,Pseudomerulius,aureus,['300394257'],1,False
196695,196695,Leccinum,quercinum,['613814055'],1,False
188927,188927,Pisolithus,aurantioscabrosus,['224223777'],1,False
182793,182793,Tylopilus,plumbeoviolaceus,['526840276'],1,False
182792,182792,Boletus,violaceofuscus,"['391886202', '391886200', '391886198']",3,False
182791,182791,Boletus,variipes,"['171704751', '171704747']",2,False
182790,182790,Boletus,separans,['526840256'],1,False
182636,182636,Phylloporus,pelletieri,"['542130167', '526840266']",2,False
182632,182632,Boletus,reticulatus,['347582306'],1,False
182627,182627,Butyriboletus,appendiculatus,"['942710628', '942710626', '526840204', '686484319']",4,False
182626,182626,Boletus,aereus,['526840240'],1,False
178529,178529,Leccinum,extremiorientale,['613813939'],1,False
178459,178459,Suillus,bellinii,['1181244461'],1,False
178457,178457,Rubroboletus,rhodoxanthus,['1095786147'],1,False
178449,178449,Coniophora,prasinoides,['300394209'],1,False
178443,178443,Stephanospora,caroticolor,['514996243'],1,False
157263,157263,Coniophora,marmorata,"['300394207', '300394205']",2,False
150864,150864,Gyroporus,castaneus,"['613814157', '224223756', '224223754', '224223752']",4,False
150802,150802,Scleroderma,sinnamariense,['224223799'],1,False
150797,150797,Scleroderma,bovista,['224223787'],1,False
150796,150796,Scleroderma,areolatum,"['224223785', '224223783']",2,False
150782,150782,Astraeus,hygrometricus,"['224223736', '224223735']",2,False
145387,145387,Chalciporus,piperatus,['300394215'],1,False
132918,132918,Gomphidius,roseus,"['514996231', '300394227']",2,False
121052,121052,Leccinum,variicolor,['613814051'],1,False
121051,121051,Leccinum,scabrum,['1095786061'],1,False
121045,121045,Xerocomus,impolitus,"['1095786045', '526840236']",2,False
121037,121037,Sutorius,eximius,"['1095786243', '1095786019']",2,False
116602,116602,Suillus,fluryi,['1181244489'],1,False
101661,101661,Leucogyrophana,olivascens,['300394247'],1,False
98230,98230,Tylopilus,felleus,"['1095786011', '526840246', '613814019']",3,False
90416,90416,Scleroderma,laeve,['224223793'],1,False
90004,90004,Rhizopogon,roseolus,"['1593541981', '373939053', '373939045', '373939054']",4,False
85998,85998,Suillus,viscidus,"['1181244404', '1181244308', '1181244304', '1181244302', '1181244300', '1181244298', '1181244296', '1181244294', '1181244292']",9,False
85982,85982,Serpula,lacrymans,['300394279'],1,False
85981,85981,Leucogyrophana,romellii,['300394239'],1,False
85980,85980,Leucogyrophana,mollusca,['300394245'],1,False
85979,85979,Leucogyrophana,arizonica,"['300394241', '300394237']",2,False
85977,85977,Coniophora,olivacea,['300394213'],1,False
85976,85976,Chroogomphus,rutilus,['514996227'],1,False
85971,85971,Gyrodon,lividus,['300394231'],1,False
83217,83217,Calostoma,ravenelii,['224223746'],1,False
83216,83216,Calostoma,cinnabarinum,['57472113'],1,False
80670,80670,Strobilomyces,floccopus,"['57792098', '57792096']",2,False
80668,80668,Pulveroboletus,ravenelii,['170296649'],1,False
80664,80664,Pisolithus,arhizus,['300394255'],1,False
80661,80661,Phlebopus,portentosus,"['300394261', '224223773']",2,False
80648,80648,Gyroporus,cyanescens,['224223757'],1,False
80646,80646,Boletinellus,merulioides,['90309091'],1,False
80637,80637,Coniophora,puteana,"['300394217', '300394211']",2,False
80636,80636,Coniophora,arida,"['300394293', '300394199']",2,False
80609,80609,Xerocomus,subtomentosus,['526840268'],1,False
80604,80604,Tapinella,panuoides,"['66864523', '514996206', '300394289']",3,False
80603,80603,Serpula,incrassata,['300394271'],1,False
80602,80602,Serpula,himantioides,"['514996260', '300394277', '300394275', '300394269']",4,False
80580,80580,Xanthoconium,affine,['1095786183'],1,False
80579,80579,Boletellus,chrysenteroides,"['312190916', '526840252']",2,False
80578,80578,Boletellus,ananas,['312190886'],1,False
73887,73887,Boletellus,russellii,['312190928'],1,False
72124,72124,Hygrophoropsis,aurantiaca,"['91095990', '514996205']",2,False
72122,72122,Tapinella,atrotomentosa,"['300394287', '300394285']",2,False
68788,68788,Scleroderma,citrinum,['224223791'],1,False
60109,60109,Boletus,pallidus,['526840278'],1,False
48590,48590,Suillus,tridentinus,['1181244290'],1,False
48589,48589,Suillus,tomentosus,['1181244284'],1,False
48587,48587,Suillus,subaureus,['1181244280'],1,False
48585,48585,Suillus,spectabilis,"['1181244336', '1181244334', '1181244332', '1181244330']",4,False
48584,48584,Suillus,sibiricus,"['1181244449', '1181244445']",2,False
48582,48582,Suillus,pungens,"['1181244268', '1181244266']",2,False
48580,48580,Suillus,pseudobrevipes,"['1181244258', '1181244256']",2,False
48579,48579,Suillus,placidus,['1181244252'],1,False
48578,48578,Suillus,paluster,['1181244418'],1,False
48577,48577,Suillus,ochraceoroseus,['1181244416'],1,False
48574,48574,Suillus,lakei,"['1593541970', '1593541968', '1181244400', '1181244398']",4,False
48573,48573,Suillus,intermedius,['1181244386'],1,False
48572,48572,Suillus,grisellus,['1181244306'],1,False
48570,48570,Suillus,glandulosipes,['1181244501'],1,False
48566,48566,Suillus,caerulescens,"['1181244475', '1181244473']",2,False
48565,48565,Suillus,brevipes,['1181244469'],1,False
48564,48564,Suillus,bresadolae,['300394273'],1,False
48563,48563,Suillus,bovinus,['1181244467'],1,False
48562,48562,Suillus,asiaticus,"['1181244455', '1181244453']",2,False
48561,48561,Suillus,americanus,"['1181244451', '1181244447']",2,False
37468,37468,Pisolithus,tinctorius,['224223781'],1,False
36058,36058,Xerocomus,badius,"['542130155', '542130151', '756421098', '526840272', '613814087']",5,False
36056,36056,Boletus,edulis,"['66864522', '312190876', '514996193', '300394197', '613814041', '171704750']",6,False
5384,5384,Suillus,luteus,"['1593541972', '1181244414', '1181244412']",3,False
5383,5383,Suillus,spraguei,"['1181244278', '1181244276']",2,False
5382,5382,Suillus,grevillei,"['1181244406', '1181244384', '1181244382', '1181244380', '1181244378', '1181244376', '1181244374', '1181244372', '1181244370', '1181244368', '1181244366']",11,False
5381,5381,Suillus,sinuspaulianus,['1181244274'],1,False
5380,5380,Suillus,cavipes,"['1181244481', '1181244479', '1181244477']",3,False
5374,5374,Phylloporus,rhodoxanthus,['312190882'],1,False
1745197,1745197,Russula,sp.,"['1246763320', '1246763318', '1246763316', '1246763314', '1246763312', '1246763310', '1246763308', '1246763307', '1246763305', '1246763303', '1246763301', '1246763299', '1246763297', '1246763295', '1246763293', '1246763291', '1246763289', '1246763288', '1246763286', '1246763284', '1246763282', '1246763280', '1246763279', '1246763277', '1246763275', '1246763274', '1246763270', '1246763268', '1246763266', '1246763264', '1246763260', '1246763258', '1246763254', '1246763252', '1246763250', '1246763248', '1246763246', '1246763244', '1246763243', '1246763241', '1246763239', '1246763238', '1246763236', '1246763234', '1246763233', '1246763231', '1246763230', '1246763228', '1246763226', '1246763224', '1246763222', '1246763220', '1246763218', '1246763216', '1246763215', '1246763213', '1246763211', '1246763209', '1246763207', '1246763205', '1246763204', '1246763202', '1246763200', '1246763199', '1246763197', '1246763195', '1246763193', '1246763191', '1246763190', '1246763188', '1246763186', '1246763184', '1246763183', '1246763181', '1246763179', '1246763177', '1246763175', '1246763174', '1246763172', '1246763170', '1246763168', '1246763166', '1246763165', '1246763163', '1246763162', '1246763160', '1246763158', '1246763156', '1246763154', '1246763152', '1246763150', '1246763149', '1246763147', '1246763146', '1246763144', '1246763143', '1246763141', '1246763139', '1246763137', '1246763135', '1246763133', '1246763131', '1246763129', '1246763127', '1246763125', '1246763124', '1246763123', '1246763121', '1246763119', '1246763117', '1246763116', '1246763114', '1246763113', '1246763109', '1246763107', '1246763105', '1246763103', '1246763101', '1246763098', '1246763096', '1246763094', '1246763093', '1246763091', '1246763089', '1246763087', '1246763085', '1246763083', '1246763082', '1246763080', '1246763078', '1246763076', '1246763074', '1246763073', '1246763071', '1246763067', '1246763065', '1246763063', '1246763061', '1246763059', '1246763057', '1246763056', '1246763054', '1246763052', '1246763050', '1246763048', '1246763046', '1246763044', '1246763042', '1246763040', '1246763038', '1246763036', '1246763035', '1246763032', '1246763030', '1246763028', '1246763027', '1246763025', '1246763023', '1246763021', '1246763019', '1246763017', '1246763015', '1246763013', '1246763011', '1246763007', '1246763005', '1246763003', '1246763001', '1246762999', '1246762997', '1246762995', '1246762993', '1246762991', '1246762989', '1246762987', '1246762985', '1246762983', '1246762981', '1246762979', '1246762977', '1246762973', '1246762971', '1246762969', '1246762967', '1246762965', '1246762963', '1246762961', '1246762959', '1246762958', '1246762956', '1246762954', '1246762952', '1246762950', '1246762948', '1246762946', '1246762944', '1246762942', '1246762940', '1246762938', '1246762936', '1246762934', '1246762932', '1246762931', '1246762929', '1246762927', '1246762926', '1246762924', '1246762920', '1246762919', '1246762917', '1246762916', '1246762914', '1246762913', '1246762911', '1246762909', '1246762907', '1246762905', '1246762903', '1246762901', '1246762899', '1246762897', '1246762895', '1246762893', '1246762887', '1246762885', '1246762884', '1246762883', '1246762881', '1246762880', '1246762879', '1246762877', '1246762875', '1246762873', '1246762871', '1246762869', '1258501609', '1258501607', '1258501605', '1258501603', '1258501601', '1258501599', '1258501597', '1258501595', '1258501593', '1258501591', '1258501589', '1258501587', '1258501585', '1258501583', '1258501581', '1258501579', '1258501577', '1258501575', '1258501573', '1258501571', '1258501569', '1258501567', '1258501565', '1258501563', '1258501561', '1258501559', '1258501557', '1258501555', '1258501553', '1258501551', '1258501549', '1258501547', '1258501545', '1258501543', '1246339161', '1246339159', '1246339158', '1246339156', '1246339155', '1246339153', '1246339152', '1246339151', '1246339150', '1246339149', '1246339148', '1246339147', '1246339146', '1246339145', '1246339144', '1246339143', '1246339142', '1246339141', '1246339140', '1246339139', '1025731276', '1025731274', '1025731272', '1025731270', '1025731268', '1018568795', '1018568790', '1018568785', '1018568780', '1018568770', '1018568765', '1018568760', '1018568755', '1018568750', '1018568745', '1018568741', '1018568736', '1018568731', '1018568727', '1018568722', '1018568717', '1018568712', '1018568702', '1018568697', '1018568692', '1018568687', '1018568682', '1018568677', '1018568657', '1018568652', '1018568647', '1018568642', '1018568637', '1018568632', '1018568628', '1018568623', '1018568618', '1018568613', '1018568608', '1018568603', '1018568598', '1018568593', '1018568588', '1018568583', '1018568578', '1018568573', '1018568568', '1018568563', '1018568558', '1018568553', '1018568548', '1018568543', '1018568538', '1018568533', '1018568518', '1018568513', '1018568508', '1018568503', '1018568498', '1018568493', '1018568488', '1018568483', '1018568478', '1018568473', '1018568468', '1018568463', '1018568458', '1018568453', '1018568448', '1018568443', '1018568438', '1018568433', '1018568429', '1018568424', '1018568419', '1018568414', '1018568409', '1018568404', '1018568399', '1018568394', '1018568389', '1018568384', '1018568379', '1018568374', '1018568369', '1018568364', '1018568358', '1018568353', '1018568348', '1018568343', '1018568338', '1018568333', '1018568328', '1018568323', '1018568318', '1018568313', '1018568303', '1018568298', '1018568293', '1018568288', '1018568283', '1018568278', '1018568273', '1018568268', '1018568263', '1018568258', '1018568254', '1018568249', '1018568244', '1018568239', '1018568234', '1018568229', '1018568224', '1018568219', '1018568214', '1018568209', '1018568204', '1018568199', '1018568194', '1018568190', '1018568185', '1018568180', '1018568175', '1018568170', '1018568165', '1018568160', '1018568155', '1018568150', '1018568145', '1018568140', '1018568135', '1018568130', '1018568125', '965721422', '965721420', '965721418', '965721416', '965721414', '965721412', '965721410', '965721408', '965721406', '965721404', '965721402', '965721400', '965721398', '965721396', '965721394', '965721392', '965721390', '965721388', '965721386', '965721384', '965721382', '965721380', '965721378', '965721376', '965721374', '965721372', '965721370', '965721368', '965721366', '965721364', '965721362', '965721360', '965721358', '965721356', '965721354', '965721352', '965721350', '965721348', '965721346', '965721344', '965721342', '965721340', '965721338', '965721336', '965721334', '965721332', '965721330', '965721328', '965721326', '965721324', '965721322', '965721320', '965721318', '965721316', '965721314', '965721312', '965721310', '965721308', '965721306', '965721304', '965721302', '965721300', '965721298', '965721296', '965721294', '965721292', '965721290', '965721288', '514996232', '399661182', '399661180', '399661178', '399661176', '371926826', '371926825', '371926824', '371926823', '371926822', '371926821', '371926820', '371926819', '371926818', '371926817', '371926836', '371926835', '371926834', '371926833', '371926832', '371926831', '371926830', '371926829', '371926828', '371926827']",515,True
5341,5341,Agaricus,bisporus,"['66864493', '514996221', '99029128']",3,True
5217,5217,Tremella,mesenterica,"['223452784', '223452783', '223452782', '514996223', '558519001', '558518999', '558518997', '558518993', '558518991', '558518989', '558518987', '558518985', '558518981', '558518975', '558518973', '558518971', '111183487']",17,True
